,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,hashtag,frequency
7189,7189,7189,7189,7189,7189,digitaleducationalenvironments,1
7190,7190,7190,7190,7190,7190,digitalemedienkompetenz,1
7191,7191,7191,7191,7191,7191,digitalera,3
7192,7192,7192,7192,7192,7192,digitalerkinderschutz,1
7193,7193,7193,7193,7193,7193,digitalethics,2
7194,7194,7194,7194,7194,7194,digitaletiquette,3
7195,7195,7195,7195,7195,7195,digitaletiqutte,1
7196,7196,7196,7196,7196,7196,digitalexploitation,1
7197,7197,7197,7197,7197,7197,digitalezivilcourage,1
7198,7198,7198,7198,7198,7198,digitalfamilies,2
7199,7199,7199,7199,7199,7199,digitalflourishing,3
7200,7200,7200,7200,7200,7200,digitalfootprint,28
7201,7201,7201,7201,7201,7201,digitalfootprints,11
7202,7202,7202,7202,7202,7202,digitalforensics,3
7203,7203,7203,7203,7203,7203,digitalforgood,2
7204,7204,7204,7204,7204,7204,digitalfutures,9
7205,7205,7205,7205,7205,7205,digitalgame,1
7206,7206,7206,7206,7206,7206,digitalgames,2
7207,7207,7207,7207,7207,7207,digitalgaming,1
7208,7208,7208,7208,7208,7208,digitalgenerationourgeneration,1
7209,7209,7209,7209,7209,7209,digitalguardian,1
7210,7210,7210,7210,7210,7210,digitalgyaan,1
7211,7211,7211,7211,7211,7211,digitalhaq,9
7212,7212,7212,7212,7212,7212,digitalharassment,3
7213,7213,7213,7213,7213,7213,digitalharm,1
7214,7214,7214,7214,7214,7214,digitalharrament,1
7215,7215,7215,7215,7215,7215,digitalhate,1
7216,7216,7216,7216,7216,7216,digitalhealth,11
7217,7217,7217,7217,7217,7217,digitalhealthweek,1
7218,7218,7218,7218,7218,7218,digitalhelpline,1
7219,7219,7219,7219,7219,7219,digitalhumanities,1
7220,7220,7220,7220,7220,7220,digitalhygiene,2
7221,7221,7221,7221,7221,7221,digitalidentity,9
7222,7222,7222,7222,7222,7222,digitalillustration,1
7223,7223,7223,7223,7223,7223,digitalimageabuse,9
7224,7224,7224,7224,7224,7224,digitalinclusion,5
7225,7225,7225,7225,7225,7225,digitalindia,11
7226,7226,7226,7226,7226,7226,digitalindianewindia,1
7227,7227,7227,7227,7227,7227,digitalinnovation,1
7228,7228,7228,7228,7228,7228,digitalinreallife,1
7229,7229,7229,7229,7229,7229,digitalintelligence,1
7230,7230,7230,7230,7230,7230,digitalinterventions,1
7231,7231,7231,7231,7231,7231,digitalisation,1
7232,7232,7232,7232,7232,7232,digitalization,4
7233,7233,7233,7233,7233,7233,digitaljove,1
7234,7234,7234,7234,7234,7234,digitaljove2019,1
7235,7235,7235,7235,7235,7235,digitalkids,3
7236,7236,7236,7236,7236,7236,digitalkindness,1
7237,7237,7237,7237,7237,7237,digitallaw,43
7238,7238,7238,7238,7238,7238,digitalleaders,1
7239,7239,7239,7239,7239,7239,digitallearning,27
7240,7240,7240,7240,7240,7240,digitallearningday,1
7241,7241,7241,7241,7241,7241,digitallegislation,1
7242,7242,7242,7242,7242,7242,digitallife,11
7243,7243,7243,7243,7243,7243,digitallifeasia,2
7244,7244,7244,7244,7244,7244,digitallifestyle,1
7245,7245,7245,7245,7245,7245,digitallifesurvey,1
7246,7246,7246,7246,7246,7246,digitalliteracy,49
7247,7247,7247,7247,7247,7247,digitalloanapps,1
7248,7248,7248,7248,7248,7248,digitalmarket,2
7249,7249,7249,7249,7249,7249,digitalmarketer,1
7250,7250,7250,7250,7250,7250,digitalmarketing,21
7251,7251,7251,7251,7251,7251,digitalmarketingagency,2
7252,7252,7252,7252,7252,7252,digitalmedia,10
7253,7253,7253,7253,7253,7253,digitalmedialiteracy,1
7254,7254,7254,7254,7254,7254,digitalmediaoveruse,1
7255,7255,7255,7255,7255,7255,digitalmentalhealth,2
7256,7256,7256,7256,7256,7256,digitalmobbing,2
7257,7257,7257,7257,7257,7257,digitalmonitor,1
7258,7258,7258,7258,7258,7258,digitalnadiplomatija,1
7259,7259,7259,7259,7259,7259,digitalnative,4
7260,7260,7260,7260,7260,7260,digitalnatives,8
7261,7261,7261,7261,7261,7261,digitalnaïve,1
7262,7262,7262,7262,7262,7262,digitalnews,1
7263,7263,7263,7263,7263,7263,digitalnomad,1
7264,7264,7264,7264,7264,7264,digitalnomads,2
7265,7265,7265,7265,7265,7265,digitalpainting,1
7266,7266,7266,7266,7266,7266,digitalpakistan,1
7267,7267,7267,7267,7267,7267,digitalpandemic,2
7268,7268,7268,7268,7268,7268,digitalparent,2
7269,7269,7269,7269,7269,7269,digitalparenting,144
7270,7270,7270,7270,7270,7270,digitalparentingcoach,4
7271,7271,7271,7271,7271,7271,digitalpatenting,1
7272,7272,7272,7272,7272,7272,digitalpiracy,1
7273,7273,7273,7273,7273,7273,digitalplatform,2
7274,7274,7274,7274,7274,7274,digitalplatforms,4
7275,7275,7275,7275,7275,7275,digitalplatfrom,1
7276,7276,7276,7276,7276,7276,digitalprivacy,6
7277,7277,7277,7277,7277,7277,digitalready,1
7278,7278,7278,7278,7278,7278,digitalreadyhub,1
7279,7279,7279,7279,7279,7279,digitalreputation,9
7280,7280,7280,7280,7280,7280,digitalresilience,5
7281,7281,7281,7281,7281,7281,digitalresponsibility,110
7282,7282,7282,7282,7282,7282,digitalrevolution,2
7283,7283,7283,7283,7283,7283,digitalrighters,1
7284,7284,7284,7284,7284,7284,digitalrights,26
7285,7285,7285,7285,7285,7285,digitalrightsmonitoring,1
7286,7286,7286,7286,7286,7286,digitalrisk,1
7287,7287,7287,7287,7287,7287,digitalrisks,5
7288,7288,7288,7288,7288,7288,digitalsafeguarding,2
7289,7289,7289,7289,7289,7289,digitalsafety,59
7290,7290,7290,7290,7290,7290,digitalsafety4youth,1
7291,7291,7291,7291,7291,7291,digitalsafetyindia,1
7292,7292,7292,7292,7292,7292,digitalsafetyissues,1
7293,7293,7293,7293,7293,7293,digitalschools,6
7294,7294,7294,7294,7294,7294,digitalsecurity,19
7295,7295,7295,7295,7295,7295,digitalsecurityact,1
7296,7296,7296,7296,7296,7296,digitalselfharm,6
7297,7297,7297,7297,7297,7297,digitalsexabuse,1
7298,7298,7298,7298,7298,7298,digitalsexualharassment,1
7299,7299,7299,7299,7299,7299,digitalskills,8
7300,7300,7300,7300,7300,7300,digitalskillsforall,2
7301,7301,7301,7301,7301,7301,digitalsoldier,2
7302,7302,7302,7302,7302,7302,digitalsoldiers,1
7303,7303,7303,7303,7303,7303,digitalspace,1
7304,7304,7304,7304,7304,7304,digitalspaces,2
7305,7305,7305,7305,7305,7305,digitalsrilanka,1
7306,7306,7306,7306,7306,7306,digitalstalking,1
7307,7307,7307,7307,7307,7307,digitalstorytelling,1
7308,7308,7308,7308,7308,7308,digitalstrategy,1
7309,7309,7309,7309,7309,7309,digitalstress,1
7310,7310,7310,7310,7310,7310,digitalsummitdublin,1
7311,7311,7311,7311,7311,7311,digitaltaskforce,246
7312,7312,7312,7312,7312,7312,digitaltechnology,5
7313,7313,7313,7313,7313,7313,digitalterrestrialtelevision,2
7314,7314,7314,7314,7314,7314,digitaltips,1
7315,7315,7315,7315,7315,7315,digitaltranformation,1
7316,7316,7316,7316,7316,7316,digitaltransformation,19
7317,7317,7317,7317,7317,7317,digitaltrauma,1
7318,7318,7318,7318,7318,7318,digitaluse,1
7319,7319,7319,7319,7319,7319,digitalviolence,5
7320,7320,7320,7320,7320,7320,digitalwavelk,6
7321,7321,7321,7321,7321,7321,digitalwellbeing,51
7322,7322,7322,7322,7322,7322,digitalwellness,27
7323,7323,7323,7323,7323,7323,digitalwellnessday,11
7324,7324,7324,7324,7324,7324,digitalworkspace,1
7325,7325,7325,7325,7325,7325,digitalworld,6
7326,7326,7326,7326,7326,7326,digitech,1
7327,7327,7327,7327,7327,7327,digitips,1
7328,7328,7328,7328,7328,7328,digitisation,1
7329,7329,7329,7329,7329,7329,digitization,1
7330,7330,7330,7330,7330,7330,digitzation,1
7331,7331,7331,7331,7331,7331,digiworld,1
7332,7332,7332,7332,7332,7332,diglit,1
7333,7333,7333,7333,7333,7333,dignity,8
7334,7334,7334,7334,7334,7334,dignityforallstudents,1
7335,7335,7335,7335,7335,7335,digonaoaobullying,2
7336,7336,7336,7336,7336,7336,digonomás,1
7337,7337,7337,7337,7337,7337,digonãoaobullying,1
7338,7338,7338,7338,7338,7338,digtalliteracy,1
7339,7339,7339,7339,7339,7339,digtlliteracy,1
7340,7340,7340,7340,7340,7340,dijitalfarkındalık,1
7341,7341,7341,7341,7341,7341,dijitalgüvenlik,2
7342,7342,7342,7342,7342,7342,dikeh,1
7343,7343,7343,7343,7343,7343,dilawan,1
7344,7344,7344,7344,7344,7344,dilbechara,1
7345,7345,7345,7345,7345,7345,dilbecharatrailer,1
7346,7346,7346,7346,7346,7346,dilemma,3
7347,7347,7347,7347,7347,7347,dilgphilippines,1
7348,7348,7348,7348,7348,7348,dilotodo,1
7349,7349,7349,7349,7349,7349,dilsesidnaaz,1
7350,7350,7350,7350,7350,7350,dilsey,1
7351,7351,7351,7351,7351,7351,dimartedì,1
7352,7352,7352,7352,7352,7352,dimpalbhal,1
7353,7353,7353,7353,7353,7353,dinersdriveinsanddives,1
7354,7354,7354,7354,7354,7354,dinnerware,2
7355,7355,7355,7355,7355,7355,dios,2
7356,7356,7356,7356,7356,7356,dipendenza,1
7357,7357,7357,7357,7357,7357,diploma,2
7358,7358,7358,7358,7358,7358,diplomacy,2
7359,7359,7359,7359,7359,7359,dipshitdeity,1
7360,7360,7360,7360,7360,7360,director,7
7361,7361,7361,7361,7361,7361,directories,6
7362,7362,7362,7362,7362,7362,directos,1
7363,7363,7363,7363,7363,7363,directpayments,1
7364,7364,7364,7364,7364,7364,direito,8
7365,7365,7365,7365,7365,7365,direitocivil,2
7366,7366,7366,7366,7366,7366,direitodefamilia,2
7367,7367,7367,7367,7367,7367,direitodigital,4
7368,7368,7368,7368,7368,7368,direitosdigitais,1
7369,7369,7369,7369,7369,7369,direitoshumanos,7
7370,7370,7370,7370,7370,7370,direitoslgbtq,1
7371,7371,7371,7371,7371,7371,direitosonline,1
7372,7372,7372,7372,7372,7372,direitoàeducação,1
7373,7373,7373,7373,7373,7373,diritti,1
7374,7374,7374,7374,7374,7374,dirittoalloblio,1
7375,7375,7375,7375,7375,7375,dirtsheets,1
7376,7376,7376,7376,7376,7376,dirtydonald,1
7377,7377,7377,7377,7377,7377,dirtypolitics,1
7378,7378,7378,7378,7378,7378,dirumahaja,2
7379,7379,7379,7379,7379,7379,disabilities,48
7380,7380,7380,7380,7380,7380,disability,26
7381,7381,7381,7381,7381,7381,disabilityawareness,3
7382,7382,7382,7382,7382,7382,disabilityawarenessmonth,1
7383,7383,7383,7383,7383,7383,disabilityinformation,1
7384,7384,7384,7384,7384,7384,disabilitynz,1
7385,7385,7385,7385,7385,7385,disabilityrights,5
7386,7386,7386,7386,7386,7386,disabilitysurveillance,1
7387,7387,7387,7387,7387,7387,disabled,13
7388,7388,7388,7388,7388,7388,disabledblogger,1
7389,7389,7389,7389,7389,7389,disabledcommunity,1
7390,7390,7390,7390,7390,7390,disabledlivesmatter,1
7391,7391,7391,7391,7391,7391,disabledusers,3
7392,7392,7392,7392,7392,7392,disabledwriter,1
7393,7393,7393,7393,7393,7393,disablethebullies,1
7394,7394,7394,7394,7394,7394,disablisbullying,1
7395,7395,7395,7395,7395,7395,disablism,1
7396,7396,7396,7396,7396,7396,disablist,2
7397,7397,7397,7397,7397,7397,disablistbullying,1
7398,7398,7398,7398,7398,7398,disabuse,4
7399,7399,7399,7399,7399,7399,disagree,1
7400,7400,7400,7400,7400,7400,disagreement,1
7401,7401,7401,7401,7401,7401,disagreements,1
7402,7402,7402,7402,7402,7402,disappointed,2
7403,7403,7403,7403,7403,7403,disaster,1
7404,7404,7404,7404,7404,7404,discapacidad,2
7405,7405,7405,7405,7405,7405,disciplinary,10
7406,7406,7406,7406,7406,7406,disciplinaryproblems,5
7407,7407,7407,7407,7407,7407,discipline,2
7408,7408,7408,7408,7408,7408,disclosure2020,1
7409,7409,7409,7409,7409,7409,discord,21
7410,7410,7410,7410,7410,7410,discordserver,1
7411,7411,7411,7411,7411,7411,discourtesy,2
7412,7412,7412,7412,7412,7412,discoveries,1
7413,7413,7413,7413,7413,7413,discovertheｗorldonsocialmedia,1
7414,7414,7414,7414,7414,7414,discovery,1
7415,7415,7415,7415,7415,7415,discoveryourpower,1
7416,7416,7416,7416,7416,7416,discrimatingdisabilities,1
7417,7417,7417,7417,7417,7417,discriminacion,2
7418,7418,7418,7418,7418,7418,discriminación,3
7419,7419,7419,7419,7419,7419,discriminate,28
7420,7420,7420,7420,7420,7420,discriminatie,1
7421,7421,7421,7421,7421,7421,discrimination,140
7422,7422,7422,7422,7422,7422,discriminatory,1
7423,7423,7423,7423,7423,7423,discriminatoryharassment,1
7424,7424,7424,7424,7424,7424,discrimitation,1
7425,7425,7425,7425,7425,7425,discursodeodio,3
7426,7426,7426,7426,7426,7426,discursodeódio,5
7427,7427,7427,7427,7427,7427,discursosdeodio,1
7428,7428,7428,7428,7428,7428,discuss,2
7429,7429,7429,7429,7429,7429,discussion,8
7430,7430,7430,7430,7430,7430,discussions,3
7431,7431,7431,7431,7431,7431,disease,2
7432,7432,7432,7432,7432,7432,diseñomultimedial,1
7433,7433,7433,7433,7433,7433,disgrace,1
7434,7434,7434,7434,7434,7434,disgraceful,2
7435,7435,7435,7435,7435,7435,disgruntledauthors,1
7436,7436,7436,7436,7436,7436,disgust,1
7437,7437,7437,7437,7437,7437,disgusted,2
7438,7438,7438,7438,7438,7438,disgustedformermercowner,1
7439,7439,7439,7439,7439,7439,disgusting,10
7440,7440,7440,7440,7440,7440,disgustingzilv,2
7441,7441,7441,7441,7441,7441,disgustmein4words,1
7442,7442,7442,7442,7442,7442,dishaapp,1
7443,7443,7443,7443,7443,7443,dishadaily,1
7444,7444,7444,7444,7444,7444,dishainitiatives,1
7445,7445,7445,7445,7445,7445,dishasalian,8
7446,7446,7446,7446,7446,7446,dishonest,1
7447,7447,7447,7447,7447,7447,dishonestprick,1
7448,7448,7448,7448,7448,7448,dishonorable,2
7449,7449,7449,7449,7449,7449,disinfo,4
7450,7450,7450,7450,7450,7450,disinformation,35
7451,7451,7451,7451,7451,7451,disinformtion,1
7452,7452,7452,7452,7452,7452,diskominfojabar,1
7453,7453,7453,7453,7453,7453,diskurs,1
7454,7454,7454,7454,7454,7454,dislike,1
7455,7455,7455,7455,7455,7455,disloyaltotrump,1
7456,7456,7456,7456,7456,7456,dismoi,1
7457,7457,7457,7457,7457,7457,disney,6
7458,7458,7458,7458,7458,7458,disneyland,1
7459,7459,7459,7459,7459,7459,disobedientdss,1
7460,7460,7460,7460,7460,7460,disobey,3
7461,7461,7461,7461,7461,7461,disorder,16
7462,7462,7462,7462,7462,7462,disorders,4
7463,7463,7463,7463,7463,7463,dispicable,1
7464,7464,7464,7464,7464,7464,displacement,1
7465,7465,7465,7465,7465,7465,dispositivo,1
7466,7466,7466,7466,7466,7466,dispositivos,1
7467,7467,7467,7467,7467,7467,dispusipdajabarjabar,1
7468,7468,7468,7468,7468,7468,disrepecttocourts,1
7469,7469,7469,7469,7469,7469,disrespect,3
7470,7470,7470,7470,7470,7470,disrespectful,2
7471,7471,7471,7471,7471,7471,disrespectfully,1
7472,7472,7472,7472,7472,7472,disrespecttoladydoctor,1
7473,7473,7473,7473,7473,7473,disruption,1
7474,7474,7474,7474,7474,7474,disruptive,1
7475,7475,7475,7475,7475,7475,dissent,1
7476,7476,7476,7476,7476,7476,dissentsuppression,1
7477,7477,7477,7477,7477,7477,dissertation,4
7478,7478,7478,7478,7478,7478,dissident,1
7479,7479,7479,7479,7479,7479,dissing,1
7480,7480,7480,7480,7480,7480,dissociativeidentitydisorder,2
7481,7481,7481,7481,7481,7481,dissociatwt,1
7482,7482,7482,7482,7482,7482,distancelearning,96
7483,7483,7483,7483,7483,7483,distanceteaching,1
7484,7484,7484,7484,7484,7484,distancinglearning,1
7485,7485,7485,7485,7485,7485,distanzunterricht,1
7486,7486,7486,7486,7486,7486,distasteful,1
7487,7487,7487,7487,7487,7487,distortionstory,1
7488,7488,7488,7488,7488,7488,distracteddriving,4
7489,7489,7489,7489,7489,7489,distraction,3
7490,7490,7490,7490,7490,7490,distractiondonald,1
7491,7491,7491,7491,7491,7491,distractionreduction,1
7492,7492,7492,7492,7492,7492,distractions,1
7493,7493,7493,7493,7493,7493,distress,2
7494,7494,7494,7494,7494,7494,distressing,1
7495,7495,7495,7495,7495,7495,distribution,1
7496,7496,7496,7496,7496,7496,district,1
7497,7497,7497,7497,7497,7497,districtattorneys,1
7498,7498,7498,7498,7498,7498,districts,1
7499,7499,7499,7499,7499,7499,ditchmitch2020,1
7500,7500,7500,7500,7500,7500,ditchthelabel,4
7501,7501,7501,7501,7501,7501,ditesnonaladictature,1
7502,7502,7502,7502,7502,7502,ditomedio,1
7503,7503,7503,7503,7503,7503,ditto,1
7504,7504,7504,7504,7504,7504,divas,1
7505,7505,7505,7505,7505,7505,diversidad,2
7506,7506,7506,7506,7506,7506,diversifyuk,1
7507,7507,7507,7507,7507,7507,diversion,2
7508,7508,7508,7508,7508,7508,diversity,30
7509,7509,7509,7509,7509,7509,diversityandinclusion,11
7510,7510,7510,7510,7510,7510,diversityequityinclusion,1
7511,7511,7511,7511,7511,7511,diversityinfilms,2
7512,7512,7512,7512,7512,7512,diversitymatters,1
7513,7513,7513,7513,7513,7513,diversityofopinions,1
7514,7514,7514,7514,7514,7514,diversité,1
7515,7515,7515,7515,7515,7515,dividedamerica,1
7516,7516,7516,7516,7516,7516,dividedwefall,1
7517,7517,7517,7517,7517,7517,dividerinchief,1
7518,7518,7518,7518,7518,7518,divisive,1
7519,7519,7519,7519,7519,7519,divorce,3
7520,7520,7520,7520,7520,7520,divorcebattle,1
7521,7521,7521,7521,7521,7521,divorcelawyer,1
7522,7522,7522,7522,7522,7522,divorcerevenge,10
7523,7523,7523,7523,7523,7523,divorces,1
7524,7524,7524,7524,7524,7524,diwali2021,2
7525,7525,7525,7525,7525,7525,diwalispecial,1
7526,7526,7526,7526,7526,7526,dixiebloorcentre,8
7527,7527,7527,7527,7527,7527,dixiedamelio,1
7528,7528,7528,7528,7528,7528,diy,3
7529,7529,7529,7529,7529,7529,diznaoaobullying,1
7530,7530,7530,7530,7530,7530,djeca,1
7531,7531,7531,7531,7531,7531,djfresh,1
7532,7532,7532,7532,7532,7532,djibouti,1
7533,7533,7533,7533,7533,7533,djt,1
7534,7534,7534,7534,7534,7534,dkmedier,1
7535,7535,7535,7535,7535,7535,dkpol,1
7536,7536,7536,7536,7536,7536,dl,2
7537,7537,7537,7537,7537,7537,dlive,1
7538,7538,7538,7538,7538,7538,dlp,1
7539,7539,7539,7539,7539,7539,dm,2
7540,7540,7540,7540,7540,7540,dmoat,5
7541,7541,7541,7541,7541,7541,dmv,2
7542,7542,7542,7542,7542,7542,dna,1
7543,7543,7543,7543,7543,7543,dncconvention,1
7544,7544,7544,7544,7544,7544,dnd,1
7545,7545,7545,7545,7545,7545,dns,10
7546,7546,7546,7546,7546,7546,dnsconfigure,4
7547,7547,7547,7547,7547,7547,dnsn,3
7548,7548,7548,7548,7548,7548,dnsquery,1
7549,7549,7549,7549,7549,7549,do,1
7550,7550,7550,7550,7550,7550,dobetter,9
7551,7551,7551,7551,7551,7551,doblecorazón,8
7552,7552,7552,7552,7552,7552,doblemoral,2
7553,7553,7553,7553,7553,7553,dobrebrothers,1
7554,7554,7554,7554,7554,7554,doc,1
7555,7555,7555,7555,7555,7555,docentes,4
7556,7556,7556,7556,7556,7556,docrat,2
7557,7557,7557,7557,7557,7557,docsagainstdoxxing,1
7558,7558,7558,7558,7558,7558,doctor,1
7559,7559,7559,7559,7559,7559,doctoralthesis,1
7560,7560,7560,7560,7560,7560,doctors,4
7561,7561,7561,7561,7561,7561,doctorshaming,5
7562,7562,7562,7562,7562,7562,doctorsspeakup,3
7563,7563,7563,7563,7563,7563,doctortan,1
7564,7564,7564,7564,7564,7564,doctorwho,7
7565,7565,7565,7565,7565,7565,doctory,1
7566,7566,7566,7566,7566,7566,document,2
7567,7567,7567,7567,7567,7567,documental,1
7568,7568,7568,7568,7568,7568,documentario,1
7569,7569,7569,7569,7569,7569,documentary,16
7570,7570,7570,7570,7570,7570,documentaryphotography,1
7571,7571,7571,7571,7571,7571,documentaryreview,1
7572,7572,7572,7572,7572,7572,docwayne,1
7573,7573,7573,7573,7573,7573,docwaynecoaches,1
7574,7574,7574,7574,7574,7574,doença,2
7575,7575,7575,7575,7575,7575,doençamental,1
7576,7576,7576,7576,7576,7576,doenças,1
7577,7577,7577,7577,7577,7577,doeslief,1
7578,7578,7578,7578,7578,7578,dog,2
7579,7579,7579,7579,7579,7579,doge4tesla,1
7580,7580,7580,7580,7580,7580,dogelon,1
7581,7581,7581,7581,7581,7581,dogkillerdave,1
7582,7582,7582,7582,7582,7582,doglapanti,1
7583,7583,7583,7583,7583,7583,dogood,1
7584,7584,7584,7584,7584,7584,dogpound,1
7585,7585,7585,7585,7585,7585,dogs,2
7586,7586,7586,7586,7586,7586,dogsoftwitter,2
7587,7587,7587,7587,7587,7587,dogsoftwittter,2
7588,7588,7588,7588,7588,7588,dogthebountyhunter,1
7589,7589,7589,7589,7589,7589,doingthework,2
7590,7590,7590,7590,7590,7590,doit,1
7591,7591,7591,7591,7591,7591,doitboston,1
7592,7592,7592,7592,7592,7592,doitfordolly,1
7593,7593,7593,7593,7593,7593,doitfordollyday,2
7594,7594,7594,7594,7594,7594,doitforhim,1
7595,7595,7595,7595,7595,7595,doitforyou,1
7596,7596,7596,7596,7596,7596,doithuman,1
7597,7597,7597,7597,7597,7597,doj,2
7598,7598,7598,7598,7598,7598,dojcrs,1
7599,7599,7599,7599,7599,7599,dojo,1
7600,7600,7600,7600,7600,7600,doku,1
7601,7601,7601,7601,7601,7601,dollar,1
7602,7602,7602,7602,7602,7602,dolore,1
7603,7603,7603,7603,7603,7603,domain,2
7604,7604,7604,7604,7604,7604,domainforsale,1
7605,7605,7605,7605,7605,7605,domainname,3
7606,7606,7606,7606,7606,7606,domainnameforsale,1
7607,7607,7607,7607,7607,7607,domainnames,3
7608,7608,7608,7608,7608,7608,domainnamesforsale,1
7609,7609,7609,7609,7609,7609,domainregistration,1
7610,7610,7610,7610,7610,7610,domains,3
7611,7611,7611,7611,7611,7611,domandadelpubblico,1
7612,7612,7612,7612,7612,7612,domande,1
7613,7613,7613,7613,7613,7613,domanderisposte,1
7614,7614,7614,7614,7614,7614,domenicain,1
7615,7615,7615,7615,7615,7615,domestic,2
7616,7616,7616,7616,7616,7616,domesticabuse,40
7617,7617,7617,7617,7617,7617,domesticabuseawareness,1
7618,7618,7618,7618,7618,7618,domesticterrorism,2
7619,7619,7619,7619,7619,7619,domesticviolence,65
7620,7620,7620,7620,7620,7620,domesticviolenceawareness,1
7621,7621,7621,7621,7621,7621,domesticviolenceawarenessmonth,1
7622,7622,7622,7622,7622,7622,dommemensen,1
7623,7623,7623,7623,7623,7623,domore,1
7624,7624,7624,7624,7624,7624,don,1
7625,7625,7625,7625,7625,7625,donald,1
7626,7626,7626,7626,7626,7626,donaldjtrump,1
7627,7627,7627,7627,7627,7627,donaldtrump,17
7628,7628,7628,7628,7628,7628,donate,3
7629,7629,7629,7629,7629,7629,donation,2
7630,7630,7630,7630,7630,7630,donations,2
7631,7631,7631,7631,7631,7631,done,2
7632,7632,7632,7632,7632,7632,donfloss,1
7633,7633,7633,7633,7633,7633,dongha,1
7634,7634,7634,7634,7634,7634,donghyun,1
7635,7635,7635,7635,7635,7635,dongyoon,1
7636,7636,7636,7636,7636,7636,donnakshir,3
7637,7637,7637,7637,7637,7637,donne,1
7638,7638,7638,7638,7638,7638,donnéespersonnelles,1
7639,7639,7639,7639,7639,7639,donoharm,6
7640,7640,7640,7640,7640,7640,donotbefake,1
7641,7641,7641,7641,7641,7641,donotbuy,2
7642,7642,7642,7642,7642,7642,donotcalllist,1
7643,7643,7643,7643,7643,7643,donotclick,2
7644,7644,7644,7644,7644,7644,donothingflotus,1
7645,7645,7645,7645,7645,7645,donotjudge,5
7646,7646,7646,7646,7646,7646,donotshare,2
7647,7647,7647,7647,7647,7647,dontbeabully,8
7648,7648,7648,7648,7648,7648,dontbeabullyatl,1
7649,7649,7649,7649,7649,7649,dontbeabullyfoundation,1
7650,7650,7650,7650,7650,7650,dontbeadick,2
7651,7651,7651,7651,7651,7651,dontbeadouche,1
7652,7652,7652,7652,7652,7652,dontbeanass,1
7653,7653,7653,7653,7653,7653,dontbeatroll,2
7654,7654,7654,7654,7654,7654,dontbeevil,1
7655,7655,7655,7655,7655,7655,dontbelieveeverythingyouhear,1
7656,7656,7656,7656,7656,7656,dontbelieveeverythingyousee,1
7657,7657,7657,7657,7657,7657,dontbelievefalsetweet,1
7658,7658,7658,7658,7658,7658,dontbemeanbehindyourscreen,1
7659,7659,7659,7659,7659,7659,dontbepathological,1
7660,7660,7660,7660,7660,7660,dontbesilent,1
7661,7661,7661,7661,7661,7661,dontbethatguy,1
7662,7662,7662,7662,7662,7662,dontbethevictim,1
7663,7663,7663,7663,7663,7663,dontbully,5
7664,7664,7664,7664,7664,7664,dontbuythesun,1
7665,7665,7665,7665,7665,7665,dontcare,1
7666,7666,7666,7666,7666,7666,dontcaredays,1
7667,7667,7667,7667,7667,7667,dontcompare,1
7668,7668,7668,7668,7668,7668,dontdoit,3
7669,7669,7669,7669,7669,7669,dontengage,1
7670,7670,7670,7670,7670,7670,dontengagewithbullies,1
7671,7671,7671,7671,7671,7671,dontfckwithcats,1
7672,7672,7672,7672,7672,7672,dontfeedthehate,2
7673,7673,7673,7673,7673,7673,dontfeedthetrolls,5
7674,7674,7674,7674,7674,7674,dontgetbullyed,1
7675,7675,7675,7675,7675,7675,dontgiveup,6
7676,7676,7676,7676,7676,7676,donthatewhatyoucantimmitate,1
7677,7677,7677,7677,7677,7677,donthecon,1
7678,7678,7678,7678,7678,7678,dontignoreit,9
7679,7679,7679,7679,7679,7679,dontletthedoor,1
7680,7680,7680,7680,7680,7680,dontletthemwin,1
7681,7681,7681,7681,7681,7681,dontletwhatpeoplesaygettoyou,1
7682,7682,7682,7682,7682,7682,dontlookaway,1
7683,7683,7683,7683,7683,7683,dontmesswiththebiggboys,1
7684,7684,7684,7684,7684,7684,dontpassdownhate,1
7685,7685,7685,7685,7685,7685,dontpresssend,1
7686,7686,7686,7686,7686,7686,dontpresssendcampaign,1
7687,7687,7687,7687,7687,7687,dontreadthecomments,4
7688,7688,7688,7688,7688,7688,dontsayit,1
7689,7689,7689,7689,7689,7689,dontspread,1
7690,7690,7690,7690,7690,7690,dontspreadhate,2
7691,7691,7691,7691,7691,7691,dontspreadwhenitnottrue,1
7692,7692,7692,7692,7692,7692,dontsufferinsilence,1
7693,7693,7693,7693,7693,7693,dontsupport,1
7694,7694,7694,7694,7694,7694,donttellmehowtodress,1
7695,7695,7695,7695,7695,7695,dontthreatenme,1
7696,7696,7696,7696,7696,7696,dontworrybehappy,1
7697,7697,7697,7697,7697,7697,doodke,1
7698,7698,7698,7698,7698,7698,doodle,1
7699,7699,7699,7699,7699,7699,doopyneg,1
7700,7700,7700,7700,7700,7700,doordarshan,1
7701,7701,7701,7701,7701,7701,dopamine,1
7702,7702,7702,7702,7702,7702,dope,1
7703,7703,7703,7703,7703,7703,dor,2
7704,7704,7704,7704,7704,7704,dorama,1
7705,7705,7705,7705,7705,7705,doramasbl,1
7706,7706,7706,7706,7706,7706,doresearch,1
7707,7707,7707,7707,7707,7707,doritamarkantoni,2
7708,7708,7708,7708,7708,7708,doritasarticle,1
